,text
9149,ポーランド人、時期がぶつかりそうだから来月辺りエクアドルかコロンビアでまた会おうって約束したんだけど、亡くなった友達と状況がほぼ同じでなんかキツい。友達と初めて会った場所もポーランド。こわい。
9150,ていうかなんでそれを知ってるの
9151,えー！！そうなの？ほんとに？なんで？日本だけ？
9152,そのへん松村が強そう
9153,wild rushのPV探してるんだけど、このアップローダーはあなたの国では再生できませんとかでてくる
9154,わかる。PVもすき
9155,今って乾季のはずなんだけど毎日すごい雨降ってる。ボリビア良さそうだな
9156,けんちゃんのちんちんはジャングルの中なのに
9157,cocks in the middle of the jungle  accessの曲名にありそう
9158,cocks in the middle of the jungleって言うのがもう面白い
9159,良いとこだけ掻い摘んだけど陰毛を剃るか剃らないかの話だからな。俺フランス人じゃん？身体中の毛を剃ってるじゃん？日本に旅行したときに温泉入ったんだよ、そしたらみんなちんちんがジャングルの中じゃん？俺だけ丸裸じゃん？みんな釘付けだったよ！！って話だった。
9160,うまいこと日本語に直せないな。大丈夫か。
9161,そういう考え方の人たちが暮らしている国だからフランスは長年世界中の人から愛されてるんだ‥‥！！と思った。
9162,こないだフランス人と話してて、君は考え過ぎだよ！ほんと日本人だよね！だから日本はずっとテクノロジーがトップであり続けているんだろうね。未来と人間という絶対にわからない2つのことを同時に考え続けないと、いくら技術を持っていてもテクノロジーは役に立たないからね。って言われて、
9163,ラテン系ヨーロピアンとアジア人カップルにも6組ぐらい出会った。かなり多い。不思議だけどなんかわかる気がする
9164,優しくて明るくててきとーで、何事においても軽い。日本人にはない良い部分を持っている。
9165,ラテン系のヨーロピアンは素敵だなと感じている
9166,メタ的だ
9167,ないよりはあったほうが良いけど、ないから、みんなボウズにするのかな
9168,めちゃくちゃ雨降ってるせいでネット回線がぎりである
9169,あっちでの髪の毛の少ない人の評価ってどんな感じなんだろ。こっち同じなのかな、それとも普通なのかな。髪が薄いのが普通だから、髪がないのもまあ普通なのかな
9170,20代も後半になると皆様おハゲになっていらっしゃる
9171,生まれたときから金髪ってどんな感じなんだろ。普通か。普通なのか。
9172,まつ毛まで金髪になってみたいなあと相手のまつ毛を見て思う。
9173,セビチェほんとすき。帰ってからもつくろ 
9174,海沿いはビールの消費量が増えるよね 
9175,私は山より海が好きだと25年間思ってきたんだけどなあ
9176,エクアドルだったっけ、世界で二番目に高い山がある
9177,登山はかなり楽しかった気がする。あの大雨の中w 火山登りたい。
9178,お城と教会とコロニアルが好きだな。古都が好き。
9179,山登るのは好きかも。ジャングルの中も好き。
9180,じゃあなにしたいのと言われるとアレなんだけどね‥‥街を歩いて屋台探して何か食べてビール飲んでみたいな‥‥‥ビーチ好きのほうがよっぽど健全である。
9181,サンホセはわかる。1000m程度の高地で、日差しは強いけど気温もそこそこで、都会で便利だし。でもここはバカンスだよ。そういうのを忘れる場所だよ。何もないよ。
9182,けんちゃんはコスタリカへいこう。レストランに野生の猿くらいなら普通にいる
9183,仲良しのポーランド人、会社を経営してて、今は旅をするから経営を交代して仕事しながら旅してる。仕事の関係でマヌエルアントニオで3週間仕事をしていたらしいけど、この暑さでよくできるなという感じである
9184,せっかく教えてくれたし
9185,マヌエルアントニオ公園は明日にして今日はその例のビーチを歩くかー
9186,インド人はあついのより寒いほうが良いって言ってたから私はそれに逆らお
9187,ボルネオの高知行きたい
9188,彼らも肌弱いと思うんだけどなあ
9189,あとサーフィンとダイビングが好きな西洋人の滞在中まじでそれしかやらない感じやばい。ダイビングしに3週間早くウティラに行ったドイツ人、まだウティラにいた。2ヶ月くらいウティラにいる。ずっとダイビングしてる。
9190,満潮と干潮でビーチの場所が変わるんだよ。干潮ときはここにもビーチができて、ここがめっちゃ良かったよ！みたいな
9191,西洋人と感覚が違うなと思うんだけど、というかなんで彼らはあそこまで総じてビーチが好きなんだ。ここはビーチがあるよ！ビーチが4つもあるんだよ！ほら(地図を見せる)あとここのビーチが穴場でね、ジャングルを抜けて行ったんだ。って、全部ビーチじゃないか
9192,標高で行く場所決めたい感じ。1500m以上がいい。
9193,高地の快適さよ
9194,キッチンの流しにトカゲがいるくらいあつい。二匹いた。 
9195,ここめちゃくちゃ暑くて既にへばってる
9196,なべは高地へ
9197,軽度とはいえ日光アレルギーだし‥‥‥‥‥
9198,あついというだけで行くのを避けつつある
9199,最近なんとなく気づきつつあって、目を逸らしていたんだけど、暑いところ苦手かもしれないしマリンスポーツにそこまで魅力を感じてないかもしれない
9200,保証人はもちろん必要。日本とはえらい違いだ‥‥
9201,ベラルーシ人が日本に来るために必要なことをちょっと調べたら、審査に一ヶ月もかかるし日本で作成した書類が13枚もいるし4万円もかかるということがわかって震えてる。びびる。まじか。
9202,すごい速さで出会いと別れを繰り返しているよな
9203,実現したらラッキーくらいにしておかないと
9204,期待してはいけない。もしも実現できたときに目一杯楽しめるように、期待してはいけない。
9205,出る前に言ったこと、実現するだろうか
9206,サンホセの、ホステルで出来た友達と一緒にいるのが楽し過ぎただけなんだけど
9207,マヌエルアントニオについたけど結構後悔してる
9208,今日のこの時間に行く必要ゼロだったよな
9209,ちょっと落ち込んでる
9210,はーー
9211,今日もまたsomething like thisの業に取り憑かれた人と出会ってしまった
9212, UNDER COVERだかのライブで1曲目からMaster Feel Sad来たときを思い出した。たまにね。突然ね。
9213,ヨーロッパの写真を整理してたんだけど、大体どこも300枚前後なのにポーランドだけ700枚近くあって愛の深さを再確認するなど
9214,笑顔になった
9215,ポーランドほんと好きなんだよな。これまで「1番好きな国は？」って聞かれて、誰しもにポーランドって答えてきた。でもなんでって言われると困るう。私にとってとても良い国だったとしか言えない感じ
9216,また行くよ、ポーランド
9217,仲良くなったポーランド人とさよならするのもさみしいー
9218,ここのホステルでいい人に会いすぎて離れるのが悲しい
9219,なるほどね
9220,発音が難しくてrobbedが通じないんだよねって話を日系アメリカ人にしたら、オーケーもう次からmuggedを使おう。っていわれた
9221, 行ってる国がそこそこあるからなあ。ヨーロッパは割と強いようなどうだろう。その国について聞きたいネタをひとつ用意してみたらいいのかなーと思った。説明するって難しいよね。料理ひとつ、テリヤキ味ひとつにしろ。
9222, それ言おうか迷ってやめたんだけどまじでその通りなんだよね。あと質問したら絶対同じ質問を返されるじゃん？自分が思ってる以上に日本のこと知らないなと思いますわ
9223,GOLDだけどSILVER 
9224, 一年くらい世界であそぼ
9225, その人の国のことかー、なるほど。日本人同士と同じように仕事の話とかどこ行ったとか話すんだけど、あんま続かないんだよね。なんでかなー。困っちゃう
9226, それ良いかも！音楽の話とお酒の話は世界共通
9227, 初対面の人と何話したらいいかわからないんだけどどうしたらいいかなあ。何かいいネタ無い？
9228,いやちょっと違うな。小川さんっぽい
9229,ここ数日すげーよく喋ってるポーランド人とかはそういうタイプで、たまにむかつくけど一緒にいて楽。テンポが羽山っぽい。
9230,みんな、表面的にどんな話をしてるんだろう？
9231,まあそれでいいのかもしれないけれど、もう少し表面的でも仲良くする術を身に着けたい
9232,不思議とそういうのを感じないほんの少しの人と仲良くなるんだよな
9233,初対面の人と何を話したらいいのだろうか。この問題日本人相手でも同じこと思ってるわ
9234,新たなプラモデルがけんちゃんに会うのを待ってるよ
9235,亀頭があるあたりほんとにちんちんって感じ 
9236,でも言語力の問題じゃないな。言語力で誤魔化せるけど、そこは興味で補う部分だな。
9237,英語ができない以前に何を話したらいいかわからん。言葉が拙いお陰で更に何を話したらいいかわからん。
9238,最近当たり前に思うんだけど、初対面の人と何を話したらいいかわからん
9239,アメリカ人がくれたんだけどめっちゃ粗チンだ。思っただけ。 
9240,よ
9241, 食べ物の名前なのか！タマリンド。こっちフリホーレスっていうのがめっちゃ有名だよ。黒豆を潰して煮て液体っぽくしたソースと豆の中間みたいな。フリホーレスチューブが売ってるくらいポピュラーだ〜
9242,食べ物よりも飲み物のほうが大事っぽい
9243,tamalindoってよく耳にする。なんて意味だろう。タマリンゴだかタマリンドだか
9244,日本の銀行口座を見せれば良いことに気が付いた
9245,アメリカに住んでたら3-4万くらいで行けるし。アメリカ人多いわけですわ。
9246,時間もあんまりないしそこそこの予算で効率よくバカンスを楽しみたい人にとってコスタリカはかなり良い選択だと思う
9247,サンホセからアメリカまで3万くらいなのかー。やっぱ沖縄行く感覚だよな。
9248,cosmic runaway良いよね。あ‥‥始まった‥‥‥感ある
9249,なにか架空の方法で500ドルの口座を作り出すのが良さそう
9250,えーもうーどうしようかなーーー
9251,サンホセからコロンビアまで500ドル超wwww不可能wwwwww
9252,現金500ドルないしなー
9253,昨日カード会社にコロンビアに送ることを提案されて、悩んでる。
9254,サンホセにもう一泊して、明日マヌエルアントニオへ行って、明後日飛行機でコロンビアかな？下から登ってもいいけど
9255,パナマ行きは諦めようかなあ。チケット買っちゃってるんだけど。くそー
9256,優柔不断で、時間の使い方が下手くそである
9257,スケジュールを練り直すことが苦手だなー。
9258,facebookにめちゃくちゃショッキングな画像がたくさんシェアされててかなり複雑な気持ち
9259,サンホセから日帰り旅行するならそれくらいの時間になるのかもしれない
9260,アンティグアの人たちはみんなのんびりしてたな。ずっとホステルにいる人も多かったし
9261,サンホセの人たちみんなめちゃくちゃ早起きなんだけどなんで？早朝4時頃には行動を始めてる人が多いんだけど。5時半過ぎたら共用スペースがバタバタし始めるんだけど
9262,女性の方が語学堪能なのは世界共通なのかな
9263,英語があまりできないとか、発音に母国語が乗りまくってる女性の西洋人に会ったことがないんだけどどうして？？男の人は割と会う。私が気付いてないだけ？
9264, でしょでしょ。日本人もそんな感じだよね。楽だよね。
9265,風邪引いてるだろうか
9266,なんか具合悪くない？
9267,これにハマっちゃってもうね
9268,Shazam を使って J. Balvin の Ginza という曲を発見しました。 
9269,笑わないけど割と優しいホステルのスタッフにお願いごとをして、心配そうに見てたら、真顔で両手を合わせてお辞儀してきた。ありがとうって言われた。真顔で。keep laughing!!って言ったらすごい笑ってた
9270,あとすごい優しいんだけど、周りにいる人を誰もひとりにしないところも好き。新しい人が来たら一度話を止めて、その人と話を始める。すごい好き。
9271,今日はひとりで携帯弄ってたら大丈夫？OK？ってわざわざ言いに来てくれた。pura vida！！ってにやって笑って去っていった。延泊しようかな
9272,ホステルの人、全然笑わないし言い方キツく感じるしで苦手だったけど、徐々に打ち解けてきた。うれしい。今日は笑ってくれた
9273,ポーランド人を初めソビエト系の人達、絶対隣に座らないところが好き。三人掛けソファが2つあったら、同じ隣のソファじゃなくて別のソファに座るところとかすごい好き。基本的に40cmくらい距離とってくれるのが凄く楽。
9274,明日マヌエルアントニオ言ってる場合じゃねー
9275,逆にオーストラリア出身だけど日本に12年住んでるオーストラリア人も、頭のどっかで「この人日本語めちゃくちゃ上手いな」って思ってる。人生のなかで日本が一番長く住んでるって言ってるのにまったくもー
9276,しかし、視覚から入ってくる情報は強烈だな。どう理解しても「この人日本人なのにめちゃくちゃ英語上手いな」って頭のどっかで思ってる。日系アメリカ人だよ英語は母国語だよ。日本語話せないよ。
9277,本当の事は言わないけど嘘もつかない。人達だと思ってる
9278,アメリカ人が物事を褒めるときは言葉通り受け取ってはいけなくて、「いいからそのままいけ」ってことだと思ってる
9279,昨日、日本生まれアメリカ育ち、ハーフのアメリカ人と4時間話しまくってから、少しずつまた話せるようになってきてる
9280,日本人と変わらない感覚で話せるんだよな
9281,今日ポーランド人がいたのが嬉しくてたくさん話しちゃった。やっぱりポーランド好きだなーポーリッシュ大好きだなー
9282,これコスタリカまで来れてたのが救いだな。コスタリカだったら大体どこもクレジットカードが使えるからとりあえず死なない。エルサルバドルホンジュラスニカラグアだったら本当に詰んでた。どうしようもなかった。
9283,コスタリカで待つかコロンビアで待つか迷ってる。
9284,PANAMAに行かせないよう行かせないようみたいなのを感じる
9285,暫くキャッシングできなくなったけど多分なんとか‥‥なる‥‥‥‥する
9286,もーーーー
9287,スキミングwwwwwwwwwwwされてるwwwwww
9288,隣で打っててもわからないから良いよね。言葉の壁を前向きに受け取る
9289,やつら「雨が降ってる、こんな日は女の子と一緒にベッドが一番だよね」とかほんとに言う
9290,あのてきとーな感じ好きだわー
9291,イタリア人、フランス人、スペイン人とは、たぶん英語ができるようになればなるほど一緒にいて楽しい
9292,それっぽくフィルターかけてやったから感謝しやがれ 
9293,正直そこまででもないけど行ったら絶対楽しいだろーって感じ。
9294,マヌエルアントニオ国立公園、正直どっちでも良いんだよな。だから朝起きなかったんだろうな。
9295,ドミトリーにも関わらず朝から裸でいちゃいちゃしてやがるから隠し撮りの刑に処す 
9296,よくよく考えるとまだ9時なのに一日潰れるレベルの寝坊になってるのなんなの？片道3時間半って全然近くなくない？
9297,9時です
9298,うそついた。
9299,そろそろ10時だ
9300,マヌエルアントニオ公園、外してもいいなあ。でもなあ、うーん。
9301,今からマヌエルアントニオ公園行けるだろうか。でも16時まで。ここから3時間半。ううーん
9302,ああーーー寝坊した
9303,タバコン温泉 
9304,本当の天然温泉とはなにかを見せつけられてる 
9305,中米は白い洋服がかわいい。白い洋服ほしいけど、汚れが目立つよなあ
9306,ショートパンツ履きたいけど怖くて履けない。虫と日差しに勝てるわけない。
9307,コスタリカは中米の観光大国だから物が良くてかわいい。しかし物価が高い。
9308,あれもこれも捨てるか
9309,洋服一新したいなー
9310,人間こわいよ
9311,神様は美少女。
9312,バス停で前に並んでいた人とか、そんな感じでほぼ毎日。大丈夫だよ、そのままがんばれって神様から言われてる気がする。
9313,日本に住んでたことあるよってアメリカ人とか、日本の永住権持ってるんだぜってオーストラリア人とか、日本で生まれて日本のセカンドネームを持っている日本人とハーフのアメリカ人とか。
9314,人が近づくと緊張ちゃって、お腹とのどの下らへんがかちかちになって、話せない。目を合わせるのも怖い。
9315,最近ほんとに英語で話すのが怖くて、話せないんだよね。
9316,あーーー買って帰りたいなー
9317,いただいた。 
9318,最近日本に縁のある外国人と出会いまくってる。神様ががんばれがんばれって言ってくれているような気がする。
9319,一週間の生活費を1日でふっ飛ばしました。自分への誕生日プレゼントだよ
9320,温泉ツアー行っちゃいました
9321,温泉ツアーに来てるのにガイドさんがコスタリカコーヒーの話を延々とするから飲みたくなってきた。欲しい。ちょろい
9322,国境でしか両替できないってほんとに？銀行でもだめってほんとに？？困った‥‥
9323,40ドル相当を紙切れにしてしまった可能性isある
9324,完全にやらかしてしまった
9325,中米の通貨って世界的にほんとに価値がないんだな‥‥‥‥。よわすぎるだろ‥‥‥‥
9326, ДОбрый вЕчер! ЗдрАвствуйте! Как делА?
9327,バスの中でやりたいこと色々あるけど既にめちゃくちゃ眠いし、10時間寝ちゃうんだろうなあ
9328,長距離バスなんかで移動しているとJICA支援の建物道路橋を見かける。絶対に一度は通る。本当にすごい。
9329,この人たちと会うことはきっともうないのだろうなあ
9330,いつか日本に来てねって言ったら、今は、俺たちは助けてもらわないと仕事ができないからなあって言われた
9331,グアテマラだけで55人いるらしい。
9332,こっちの遺跡関係は大体JICAが支援してる
9333,amigos de nos corazon 心の友よ！みたいな
9334,乳首から出血したらめちゃくちゃ痛そう
9335,ニカラグアで日本人っていうと、ニカラグアと日本は国同士がアミーゴdeコラソンなんだ！ほら見てよ！ってあちこちにJICAが手伝った道路とか公園とかカテドラルとかが
9336,ちょつまとつまむ。語呂良し
9337,JICAはすごい。
9338,JICA主催です
9339,ニカラグアでも年イチで日本フェスをやっているらしい
9340,タイミャンマーマレーシア、行きたい。
9341,グアテマラで日本の漫画アニメフェスタやりすぎじゃない？？3週間前にグアテマラシティ、先週末シェラ、来月頭にアンティグア
9342,けんちゃんももうすぐ10時か。奇遇だな。
9343,もうすぐ10時
9344,すごい笑ってる
9345,ペーストはやばい。におうし気づかない
9346, 右手ににんにくパウダー左手にコーヒー牛乳くらいのイメージだった
9347,だぐちゃんがにんにく好きじゃないのかなり意外
9348, ロシアだったか！ロシアはどこでも行きたいな。場所によっては韓国くらい近いし
9349,ぐぐってもヒットしなかった。
9350,そういうの気づかない方なんだけど、中米の多さはちょっと度を越している。不思議だなあ。歴史的背景があるのだろうか
9351,あんまり何度も使うべき単語じゃないのはわかってるんだけど
9352,斜視も、凄いレベルの斜視。
9353,あとこれ気のせいじゃない気がするんだけど、斜視の人、きまってかなり変。身の危険を感じるとかそういうレベルの変さ。割合があまりに高くて、斜視ってだけで警戒するようになってきてる
9354,中米の人は斜視が多いって本で読んだけど、まじで多い。ほんとに多い。不思議なくらい多い。なぜ？
9355, 夏コミだよね。懐かしいね。すごい親切だったよね！
9356,muchachaはたぶん女の子、ladyみたいなニュアンスなんだろうな。
9357,いま電話したら、いろんな話をしてしまいそうだなあ
9358, 覚えてる気がする
9359,自我が崩壊してきた。休むべき
9360,右手があるのにちんこがないの残念だな
9361,私も右手がいるからさみしくないな
9362,不浄の右手だ
9363, 左手はおしりを拭くんだっけ
9364, だぐちゃんのちんちんもさみしがってるだろ？
9365,ナイスちんちん
9366,元気どころの話じゃねー
9367,出国直前、終電ぎりぎりまで吉祥寺のラーメン屋で話したこと。自分の友達全員ずっと元気でいてほしい。なにかあると、なにか聞くと、帰りたくなっちゃうから。私のために元気でいてほしいわーって話した。究極じゃないかー
9368,そういや前もそうだったな。
9369,友達が亡くなったこと。想像していたよりも落ち込むことはなく、悲しみに暮れたり寝込んだりもしない。スケジュール通りに動くし、自分のプランは凄く楽しめる。普通。何も変わってない。ただ夜寝る前にふと思い出しちゃって、睡眠時間が短いとか、ひとりのとき考えたり。それくらい。
9370,だから同性と異性じゃ同じ内容を話すにしても使われる単語が違う。そのへんきつい。
9371,スペイン語って相手によって話を理解する簡単さが全然違うんだよな。省略と指示語が多いのと、割と容易に曖昧な表現ができる。それから、赤ちゃんことばとか女言葉とかもちろん敬語も、相手によって表現方法と単語を変える。日本語とそっくり。
9372,いや、彼女は日本語が理解できないし、英語もpoquitoである
9373,とか話してたら電話かかってきて動揺してる。え、なに、見てるの
9374,でもね、ほんとうはもっと、毎日毎日恥をかかなくてはならない。まだ全然間違え足りていない。
9375,国を離れる前夜というのは、いつも私をこんな感じの気分にさせる
9376,さみしいと思うこととこわいと思うことはちょっと似てる
9377,さみしがっていると思う。いま。
9378,けれど、日本語でもスペイン語でも英語でも良い、なるべく自由な言葉で、かつ既に私のことを好意的に見てくれてる人とはせっせと会話することを望んでいる。さみしいんだ。
9379,新たに出会う人のことをよく知りたいと思う気力が萎んでしまっている
9380,疲れが溜まっている。耳のことと、友達のことだ
9381,取り留めのない、解決しようもない話を聞いてもらいたい気分だ
9382,ガテマラで会った日本人と、もしも、どこへいてもいつでも日本の友達と会えるとしたら、日本に住みたいと思うか？というような話をした。
9383,日本はアメリカに似てるからそう思うのも当然なのかも
9384,アメリカは全然好きな国じゃない。アメリカもアメリカ人もどちらかというとかなり苦手な部類。けど不思議である。
9385,最近アメリカに住んでみたい気持ちがある。アメリカは好きな国じゃないし、何か期待があるわけじゃないんだけど、人生で一度くらい関西で働いてみたいなあみたいな感覚
9386,foo fightersのbest of youが流れてなんかこみ上げてる
9387,日本食恋しすぎでしょ 
9388,もっと恥をかかなくては
9389, 言葉の壁って時に便利だよね！！！
9390,ウザさしかないラティーノが日本語わからないことをいいことにテキトーに返してる 
9391,途中からチキンバスで移動するようになってからかなりお金に余裕ができた
9392,こっち物価安くないんだよな。ヨーロッパの方が全然安かった。
9393,月1000ドルだと1日30ドルくらい？そんなもんかー。
9394,アメリカ抜けて以来、宿移動費全部込みで1ヶ月10万くらいしか使ってないんだけど大丈夫？これストレスの原因になってない？
9395,ホモはだぐ
9396,だぐはホモ
9397,強盗に遭ってから現金をあんまり引き出さないことにしてる
9398,荷物どんどん減ってる
9399,特にパナマに関しては500ドル以上持ってないと入国できないっぽい。どうしようかな
9400,コスタリカ、パナマはイミグレ面倒くさい。イミグレがめんどくさいっていうのは、ちゃんと時間をかけるということで、ちゃんとした国ということだよね、たぶん。
9401, ぴくしりこんちゃんの分まで愛してあげるよ
9402,グラナダからサンホセまではバス三本。10時間くらいかなあ。イミグレがちょっと面倒っぽいから気をつけないと
9403,あと一日だけグラナダに滞在して、明日の早朝にサンホセまでがんばろ。
9404,好きしちゃう？ってかわいいな
9405,だぐちゃんすき
9406, それドイツだっけ？ミュンヘンだっけ？聞いたことあるなー。ヨーロッパ行きたいよー
9407, ってwwwケフィアじゃないか‥‥！
9408, 良かったwwwwなにかあったかと思ったわ
9409, なにかあったのかwwww
9410,かなりマシになるんだけど、分単位で新たな場所が発生するから結果的にあんまり意味ない感じになってる
9411,メキシコシティでかゆみ止めとか抗生物質とか大量に貰っておいてよかった。。
9412,え、そうなの？こっちはsandflyといえば5mmくらいの害虫だけど、実は総称なのかな
9413,ここが痒い、あそこが痒い、掻かないほうが良いかな、痕になるかな、とか思うことに飽きた。
9414,蚊に刺され飽きた。痒いと思うことに飽きた。
9415,こっちは蚊よりもこわいsandflyってやつがいてね
9416,蚊に刺されることに飽きたからヨーロッパ行きてえ
9417,蚊に刺され飽きた
9418, やはり！！！よかった！！！
9419, あなたは‥‥‥
9420,各地で、1ドル何円？って各地で聞かれるんだけど、120円くらいって言うと、は？え？は？？やばくない？ほんとに？？え？？？10の間違いじゃない？スペイン語わかる？とか言われる
9421,だから大変なんだってー
9422,お別れ会、11月末か12月頭だって。まだ日本にいないなあ。行きたいなあ
9423,出発する日は決まってるのに到着する日がわからないの最高に旅っぽい
9424,何日にコスタリカ着くかわからないのがな‥。
9425,確実に贅沢だけど、しすぎってほど贅沢ではなく、悪くないかもしれない
9426,140ドル、1.7万円くらいかあー
9427,魔法の言葉、誕生日プレゼントが過ぎってる
9428,だめだーちゃんと毎日喋らないと
9429,ここのところちゃんと英語喋ってなかったからめっちゃ下手になってて落ち込んでる
9430,今日じゃない。2日前
9431,今日誕生日でーって話したらホステルの人がプレゼントしてくれた 
9432,コロンビアでまだ治っていなかったら真剣に病院について相談検討しよ
9433,ayudarme~
9434,ていうか耳に問題があるのちょっとほんとにストレスできつい
9435,今日は心が荒んでいるから昼からビールを飲んでも良いだろうか
9436,夜も贅沢する予定なんだけど。大丈夫か
9437,今日は心が荒んでいるから贅沢してもいいだろうか
9438,お腹が空いたからそとにでるかー
9439, wwwwwwwww ロシアもいこ！！世界旅行しよwwwwww
9440,そう。カナダ行きたいんだよね
9441, 私も同じこと思ってた。カナダ行きたい
9442, そのままw 公共料金だけとめてるw
9443,先進国のやさしさと発展途上国のやさしさはまた違うんだよなあ
9444,なんというか先進国に行きたさがあるぞ
9445, あと2ヶ月！
9446,まだ3ヶ月、もう3ヶ月
9447,今日で旅に出て3ヶ月だ。
9448,あー
9449,センスがないとは思わないんだけど、マニア寄りかも
9450,でも語学の才能はないかもしれないなーと思い始めている最近
9451, スペイン語は今必要だから頑張ってるよー！ロシア語は必要じゃないから多分今はやらないけど‥‥ロシア語かっこよくない？？キリル文字かっこよくない？？？
9452,コスタリカは物価が高いから、競争の少ない田舎に行くのちょっとこわいんだよなー
9453,フォルトゥーナで一泊できるのだろうか
9454,明日の約束今日にしたすぎる
9455,明日出発が14時か15時だからなー
9456,コスタリカ、サンホセまで一気に行くか、フォルトゥーナによるか迷う
9457,かっこいい
9458,ロシア語かっこいい
9459,やっぱロシア語やりたいぞー
9460,今日のシャワー格別に冷たかったなー
9461,ベッドの上でもWi-Fiが繋がるかどうかの項目を作ってほしい
9462,3ヶ月のうち1ヶ月グアテマラにいたのどう考えても誤算だよな。移動してから思うけど、1ヶ月はいすぎだったよな。
9463,なんだろ、日本に旅行行きたいみたいな感じ
9464,ホームシックとはちょっと違うんだけど、漠然と日本に帰りたさがある
9465,明日で3ヶ月だ。
9466,時間があるときに限ってスカイスキャナー落ちてるっていう‥‥
9467,一日しかいないなら王道を攻めるが吉。マヌエルアントニオ公園かなあ
9468,コスタリカはやっぱり魅力的な国だなあ。一日しかいるつもりないんだけど、魅力的だなあ
9469,うおお疲れてる
9470,オメテペはパス。明日グラナダへ戻って、明後日の15時頃からコスタリカへ行こう。どうやって行こうかな？
9471, 私も耳弱くて疲れが溜まると閉塞感出るわ‥‥めちゃくちゃストレスだよね。表情が薄くなる気がする。めちゃくちゃストレスだからまじでどっかに飛ぶことを考え始めてる‥w
9472,逆にサルサ踊って、評価が急降下どころかそのままその人のこと嫌いになることもある‥‥。
9473,一緒にサルサ踊ってて楽しい人はたぶん普通に付き合ってて楽しい人。パーソナルスペースが近いはず
9474,サルサの楽しさって相手との相性でほぼ決まる
9475,まじかよ
9476,ずーっとスペイン語で話してるから聞き流してたら、今日の私のホステルと帰りのバスを探してくれてた
9477,日本時間ならいつも早起き
9478,昨日めちゃくちゃ酔っ払ってたわ
9479,声がかなり小さいっぽい
9480,あーーー耳がダメだなー
9481,友達がお誕生日祝ってくれた 
9482,音量もよくわからない
9483,多分発音もめちゃくちゃ悪くなってるんだと思う
9484,耳に問題があることが英語を話すにあたってめちゃくちゃ障害になってる
9485, ううん、同人作家。ていうかその感覚ヨーロッパの城とか街並みに対して感じる人多い印象ある
9486, クリムゾンとかそんな感じ？
9487, やった！！ありがとー！！！
9488,今日レオン行くのかよくわからないけどww
9489,ソモト、マナグア、グラナダ、レオン。思ってたよりニカラグア満喫できてる。なかなか好きな国かも。グアテマラと同じくらい好き。ステレオタイプだなw
9490,戻ってくるし荷物置いていくか迷うけど、荷物置いていく準備をするのが面倒くさいから全部持っていく
9491,思ったより行くのが面倒そう
9492,オメテペがスルーしようかなあ。どうしようか。
9493,今も言葉の壁は高いけど、でもあの頃よりずっと変わったのかもしれないな
9494,今日絶対山行かないと思うんだけどどう思う？
9495,旅始めたての頃。なんにも上手くいってなかったけど全てが新鮮で、全部楽しかった。道に迷うのも楽しかった。あの頃英語全然話せなかったな。英語が話せるということがどういうことかも知らなかった。
9496,5月にドイツ ドレスデンで会ったアメリカ人が、その時の写真をfacebookに載せてくれたんだけど、顔が全然違う気がする
9497, わろた
9498, ありがとう！！うん、必ず無事に戻ってくるよー。そしたら東南アジア料理食べにいこ！！
9499,あー、誕生日だ。ふむ。
9500,なんか巡り合わせを感じる
9501,25歳の誕生日はニカラグアで。
9502,横になると眠れないんだよなーなんだろうなー
9503, ベネズエラ人から送られてきた日本語の‥‥‥なにこれ‥‥‥‥
9504,んーーーーねむいなー
9505, それは同意
9506, 喋れないけどなんでもできる魔法の箱とコミュニケーションとるための言語でしょ？？？
9507,そういえば、ほんの少しでも日本語が話せる。ほんの少しでも英語が話せる。だけでコミュニケーションの楽さが段違い。本当に少しでいい。はい、いいえ、とか。それだけでも全然違う。どうしてかはわからない
9508,髪型かなー体型かなー。こっちのほうがあらゆること全て30倍ずつくらい過酷だからなー
9509,どちらかというとヨーロッパのほうがかわいい。ごめん。
9510,ヨーロッパの頃の写真と並べたら、顔も顔つきも全然違って驚いている。
9511,なんか、あのさ、今日の私ちょっといつもよりかわいい気がする。物理的に。
9512, すげー良いこと言う
9513,やったー！週末は山だー！！
9514, あーあーあーそんな感じ。良かった。2週間くらい。2週間か‥‥‥でも良かった安心した。ありがとう
9515, だってだってだってニカラグアの病院ちょっとこわいよー。スペイン語だめだし‥‥‥。病院行くならどうしよう、一回メキシコに戻るか‥？
9516, ほんと？あーなんかすごい安心した。良かった。日に日に耳からプチプチ言うのが増えていくよね？よね？
9517,腕の血管が破裂しても病院に行かないけそが耳の違和感くらいで病院行くわけないか‥‥‥
9518, ほんと？耳詰まっててボワボワする感じ？？今はなんともない？どれくらいで治った？病院とか薬とかなにか対処した？してないかw
9519,正直もう海じゃなくて山に行きたい感じある
9520,大丈夫かなー
9521,ダイビングから4日目、最後に泳いでから3日目ですが未だ耳がめっちゃおかしくて不安が募ってる
9522,よくわからないまま眠れない日が続いてたけど、一区切りできたかな
9523,ニカラグアはたしかに最貧国だけど、その辺マシに感じる。だからそこまで治安も悪くないんだとおまう
9524,グアテマラ、ホンジュラス、エルサルバドルの政治は割と崩壊してたからな‥‥‥
9525,海沿いが観光地化すると必ず欧米人がどかどか入ってきて、薬とパーティで治安が悪くなるから観光地化したくないってグアテマラで現地人が言ってたのを思い出す。
